id_seguimiento,id_arbol,fecha_hora,tipo_seguimiento,estado_salud,fuste,cazuela,ahuecamiento,inclinacion,altura,fase_vital,riesgo,levantamiento_vereda,tipo_tierra,tipo_calle,luz_led,prox_fecha_mante
384,400,10/7/2023 17:05:05,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-07-10
385,401,10/7/2023 17:11:51,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,Alto,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-07-10
386,402,10/7/2023 17:19:45,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Leve,De 10 a 15 m,Añoso,Con riesgo de caída (bajo),Leve,Arenosa,Asfalto,Si,2023-07-10
387,403,10/7/2023 17:27:20,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,Moderado,Leve,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-07-10
388,404,10/7/2023 17:33:44,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,De 10 a 15 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-07-10
389,405,10/7/2023 17:39:26,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,Menor a 5 m,Joven,Arbol parasitado ( con hongos ),No,Arenosa,Asfalto,Si,2023-07-10
390,406,10/7/2023 17:44:20,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Mediana,Moderado,Leve,De 10 a 15 m,Añoso,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-07-10
391,407,10/8/2023 17:52:03,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Leve,De 5 a 10 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-08-10
392,408,10/8/2023 18:03:57,Registro de Arbol,Muerto,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,Menor a 5 m,Decrepito,Arbol parasitado (con especies vegetales),No,Arenosa,Asfalto,Si,2023-08-10
393,409,10/8/2023 18:07:26,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,Menor a 5 m,Maduro,Arbol parasitado (con especies vegetales),Leve,Arenosa,Asfalto,Si,2023-08-10
394,410,10/8/2023 18:10:57,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Sin inclinación,Menor a 5 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-08-10
395,411,10/8/2023 18:13:11,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
396,412,10/8/2023 18:15:26,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,Menor a 5 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
397,413,10/8/2023 18:20:17,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
398,414,10/8/2023 18:26:31,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,Menor a 5 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
399,415,10/8/2023 18:30:17,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
400,416,10/8/2023 18:35:01,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,Menor a 5 m,Maduro,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-08-10
401,417,10/8/2023 18:38:31,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Sobre nivel,Mayor al 50% del diámetro del tronco,Leve,De 10 a 15 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-08-10
402,418,10/8/2023 18:44:26,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
403,419,10/8/2023 18:47:52,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Leve,De 5 a 10 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-08-10
404,420,10/8/2023 18:50:45,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,Menor al 50% del diámetro del tronco,Sin inclinación,Menor a 5 m,Maduro,Arbol parasitado (insectos),Leve,Arenosa,Asfalto,Si,2023-08-10
405,421,10/8/2023 18:54:12,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Moderado,Menor a 5 m,Maduro,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-08-10
406,422,10/8/2023 18:57:16,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
407,423,10/8/2023 19:01:07,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
408,424,10/8/2023 19:04:55,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,Menor a 5 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
409,425,10/8/2023 19:09:17,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
410,426,10/8/2023 19:12:08,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
411,427,10/8/2023 19:16:16,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-08-10
412,428,10/8/2023 19:18:59,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
413,429,10/8/2023 19:22:17,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,Moderado,Moderado,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
414,430,10/8/2023 19:25:18,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,De 4 y 7 m,Añoso,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-08-10
415,431,10/8/2023 19:29:13,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
416,432,10/8/2023 19:31:58,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-08-10
417,433,10/10/2023 8:24:17,Extraccion,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,De 10 a 15 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-10-10
418,434,10/10/2023 18:16:47,Extraccion,Muerto,Entre 0.10 y 0.40 m,Sin Cazoleta,No,Leve,De 5 a 10 m,Añoso,Con riesgo de caída (alto),No,Arenosa,Asfalto,Si,2023-10-10
419,435,10/12/2023 9:03:05,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Grande,No,Leve,De 10 a 15 m,Añoso,Sin riesgo de caída,Leve,Suelo de Relleno,Asfalto,Si,2023-12-10
420,436,10/12/2023 9:09:19,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,Menor a 5 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
421,437,10/12/2023 9:14:09,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,Menor a 5 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
422,438,10/12/2023 9:20:35,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Chica,No,Leve,De 4 y 7 m,Decrepito,Con riesgo de caída (moderado),No,Arenosa,Asfalto,Si,2023-12-10
423,439,10/12/2023 9:24:40,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,Mayor a 15 m,Añoso,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-12-10
424,440,10/12/2023 9:28:30,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,De 5 a 10 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-12-10
425,441,10/12/2023 9:35:01,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,Menor a 5 m,Añoso,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
426,442,10/12/2023 9:41:14,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,Menor a 5 m,Añoso,Arbol parasitado (con especies vegetales),No,Arenosa,Asfalto,Si,2023-12-10
427,443,10/12/2023 9:51:09,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Mediana,Base,Sin inclinación,De 4 y 7 m,Añoso,Sin riesgo de caída,No,Suelo de Relleno,Asfalto,Si,2023-12-10
428,444,10/12/2023 9:56:42,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Mediana,Moderado,Leve,De 4 y 7 m,Añoso,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
429,445,10/12/2023 10:02:23,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 5 a 10 m,Decrepito,Sin riesgo de caída,No,Suelo de Relleno,Asfalto,Si,2023-12-10
430,446,10/12/2023 10:06:38,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 10 a 15 m,Añoso,Arbol parasitado (con especies vegetales),No,Arenosa,Asfalto,Si,2023-12-10
431,447,10/12/2023 10:20:01,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,Menor a 5 m,Recien Implantado,Sin riesgo de caída,No,Suelo de Relleno,Asfalto,Si,2023-12-10
432,448,10/12/2023 10:23:42,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,De 4 y 7 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
433,449,10/12/2023 10:27:26,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 10 a 15 m,Decrepito,Arbol parasitado (con especies vegetales),No,Arenosa,Asfalto,Si,2023-12-10
434,450,10/12/2023 10:32:02,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Moderado,Mayor a 15 m,Añoso,Sin riesgo de caída,Leve,Suelo de Relleno,Asfalto,Si,2023-12-10
435,451,10/12/2023 10:36:20,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,De 10 a 15 m,Joven,Arbol parasitado (con especies vegetales),Leve,Arenosa,Asfalto,Si,2023-12-10
436,452,10/12/2023 10:41:27,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,Mayor a 15 m,Maduro,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-12-10
437,453,10/12/2023 10:48:07,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sin Cazoleta,No,Leve,De 10 a 15 m,Maduro,Sin riesgo de caída,No,Suelo de Relleno,Asfalto,Si,2023-12-10
438,454,10/12/2023 10:54:09,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,Menor a 5 m,Añoso,Arbol parasitado ( con hongos ),No,Arenosa,Asfalto,Si,2023-12-10
439,455,10/12/2023 10:58:51,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,Menor a 5 m,Joven,Arbol parasitado ( con hongos ),No,Arenosa,Asfalto,Si,2023-12-10
440,456,10/12/2023 11:03:34,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,Menor a 5 m,Joven,Arbol parasitado ( con hongos ),No,Arenosa,Asfalto,Si,2023-12-10
441,457,10/12/2023 11:07:05,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 10 a 15 m,Añoso,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
442,458,10/12/2023 11:09:30,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 10 a 15 m,Añoso,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
443,459,10/12/2023 11:14:36,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,Menor a 5 m,Joven,Arbol parasitado (insectos),No,Arenosa,Asfalto,Si,2023-12-10
444,460,10/12/2023 11:27:20,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
445,461,10/12/2023 11:32:11,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
446,462,10/12/2023 11:37:21,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,De 10 a 15 m,Añoso,Sin riesgo de caída,No,Suelo de Relleno,Asfalto,Si,2023-12-10
447,463,10/12/2023 11:42:09,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Chica,Si,Sin inclinación,De 10 a 15 m,Añoso,Arbol parasitado (con especies vegetales),Considerable,Suelo de Relleno,Asfalto,Si,2023-12-10
448,464,10/12/2023 11:49:44,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 10 a 15 m,Añoso,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-12-10
449,465,10/12/2023 11:53:08,Extraccion,Regular,Entre 0.10 y 0.40 m,Sin Cazoleta,Si,Moderado,De 10 a 15 m,Maduro,Otros parásitos (raíz ),Considerable,Suelo de Relleno,Ripio,Si,2023-12-10
450,466,10/12/2023 11:57:33,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Sobre nivel,No,Leve,Menor a 5 m,Añoso,Arbol parasitado (con especies vegetales),No,Arenosa,Asfalto,Si,2023-12-10
451,467,10/12/2023 12:01:11,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sobre nivel,No,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Suelo de Relleno,Asfalto,Si,2023-12-10
452,468,10/12/2023 12:04:23,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,Menor a 5 m,Joven,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
453,469,10/12/2023 12:08:42,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,Menor a 5 m,Añoso,Sin riesgo de caída,Considerable,Negra,Asfalto,Si,2023-12-10
454,470,10/12/2023 15:51:44,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Sin Cazoleta,Base,Sin inclinación,De 5 a 10 m,Añoso,Con riesgo de caída (bajo),Considerable,Arenosa,Asfalto,Si,2023-12-10
455,471,10/12/2023 15:57:31,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Sin Cazoleta,Mayor al 50% del diámetro del tronco,Moderado,De 5 a 10 m,Añoso,Con riesgo de caída (alto),Leve,Arenosa,Asfalto,Si,2023-12-10
456,472,10/12/2023 16:00:22,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sin Cazoleta,No,Leve,De 5 a 10 m,Añoso,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-12-10
457,473,10/12/2023 16:10:31,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Sin Cazoleta,Menor al 50% del diámetro del tronco,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,Considerable,Arenosa,Asfalto,No,2023-12-10
458,474,10/12/2023 16:13:49,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,Menor a 5 m,Joven,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
459,475,10/12/2023 16:16:34,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Leve,De 4 y 7 m,Joven,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-12-10
460,476,10/12/2023 16:26:49,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Moderado,De 4 y 7 m,Joven,Sin riesgo de caída,Considerable,Arenosa,Asfalto,No,2023-12-10
461,477,10/12/2023 16:27:48,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,De 10 a 15 m,Joven,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
462,478,10/12/2023 16:31:27,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Leve,Menor a 5 m,Recien Implantado,Sin riesgo de caída,No,Arenosa,Asfalto,No,2023-12-10
463,479,10/12/2023 16:35:11,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Moderado,Menor a 5 m,Joven,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
464,480,10/12/2023 16:35:13,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,Menor a 5 m,Joven,Sin riesgo de caída,Considerable,Negra,Asfalto,Si,2023-12-10
465,481,10/12/2023 16:41:17,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Leve,De 4 y 7 m,Joven,Sin riesgo de caída,Leve,Arenosa,Asfalto,No,2023-12-10
466,482,10/12/2023 16:44:37,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,De 4 y 7 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,No,2023-12-10
467,483,10/12/2023 16:47:29,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,Leve,Negra,Asfalto,Si,2023-12-10
468,484,10/12/2023 16:47:35,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,Menor a 5 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,No,2023-12-10
469,485,10/12/2023 16:50:05,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,De 4 y 7 m,Joven,Sin riesgo de caída,Considerable,Arenosa,Asfalto,No,2023-12-10
470,486,10/12/2023 16:52:42,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,De 5 a 10 m,Joven,Sin riesgo de caída,Considerable,Arenosa,Asfalto,No,2023-12-10
471,487,10/12/2023 16:58:45,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sin Cazoleta,No,Sin inclinación,Menor a 5 m,Joven,Sin riesgo de caída,No,Limosa,Asfalto,Si,2023-12-10
472,488,10/12/2023 17:00:46,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Mediana,No,Leve,Menor a 5 m,Joven,Arbol parasitado (insectos),No,Arenosa,Asfalto,Si,2023-12-10
473,489,10/12/2023 17:02:22,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,Leve,Negra,Asfalto,Si,2023-12-10
474,490,10/12/2023 17:06:00,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Mediana,No,Leve,Menor a 5 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
475,491,10/12/2023 17:10:29,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Moderado,De 5 a 10 m,Joven,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
476,492,10/12/2023 17:11:32,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Moderado,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
477,493,10/12/2023 17:13:50,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,Menor a 5 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
478,494,10/12/2023 17:15:53,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 10 a 15 m,Maduro,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
479,495,10/12/2023 17:20:49,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Chica,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,No,2023-12-10
480,496,10/12/2023 17:23:05,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Negra,Asfalto,Si,2023-12-10
481,497,10/12/2023 17:23:46,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Chica,Menor al 50% del diámetro del tronco,Leve,De 4 y 7 m,Añoso,Sin riesgo de caída,No,Arenosa,Asfalto,No,2023-12-10
482,498,10/12/2023 17:25:02,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,Considerable,Negra,Asfalto,Si,2023-12-10
483,499,10/12/2023 17:30:25,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Chica,Alto,Leve,De 4 y 7 m,Maduro,Con riesgo de caída (bajo),Considerable,Arenosa,Asfalto,No,2023-12-10
484,500,10/12/2023 17:33:47,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Pronunciado,De 5 a 10 m,Maduro,Con riesgo de caída (bajo),Leve,Negra,Asfalto,Si,2023-12-10
485,501,10/12/2023 17:34:23,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Mediana,Mayor al 50% del diámetro del tronco,Leve,De 5 a 10 m,Añoso,Con riesgo de caída (moderado),Considerable,Arenosa,Asfalto,No,2023-12-10
486,502,10/12/2023 17:41:42,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Leve,De 4 y 7 m,Joven,Sin riesgo de caída,Considerable,Arenosa,Asfalto,Si,2023-12-10
487,503,10/12/2023 17:42:47,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Leve,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
488,504,10/12/2023 17:44:59,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 4 y 7 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
489,505,10/12/2023 17:47:05,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,De 4 y 7 m,Joven,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
490,506,10/12/2023 17:48:15,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Leve,Menor a 5 m,Añoso,Arbol parasitado (con especies vegetales),Leve,Negra,Asfalto,Si,2023-12-10
491,507,10/12/2023 18:02:32,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,Menor a 5 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
492,508,10/12/2023 18:03:33,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Mediana,No,Sin inclinación,Menor a 5 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
493,509,10/12/2023 18:13:39,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Leve,De 10 a 15 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,Si,2023-12-10
494,510,10/12/2023 18:18:15,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,Si,2023-12-10
495,511,10/12/2023 18:20:59,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Limosa,Asfalto,Si,2023-12-10
496,512,10/12/2023 18:27:08,Registro de Arbol,Regular,Entre 0.10 y 0.40 m,Nivel del Piso,No,Moderado,De 10 a 15 m,Añoso,Con riesgo de caída (bajo),Considerable,Arenosa,Asfalto,Si,2023-12-10
497,513,10/12/2023 18:31:56,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Leve,Menor a 5 m,Recien Implantado,Sin riesgo de caída,No,Suelo de Relleno,Asfalto,Si,2023-12-10
498,514,10/12/2023 18:35:22,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Grande,No,Leve,De 10 a 15 m,Añoso,Con riesgo de caída (bajo),No,Arenosa,Asfalto,Si,2023-12-10
499,515,10/13/2023 09:50:49,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sin Cazoleta,Moderado,Moderado,De 5 a 10 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,No,10/13/2023
500,516,10/13/2023 10:06:38,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sin Cazoleta,Bajo,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,No,10/13/2023
501,517,10/13/2023 10:15:07,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Sin Cazoleta,Base,Sin inclinación,De 4 y 7 m,Maduro,Sin riesgo de caída,No,Arenosa,Asfalto,No,10/13/2023
502,518,10/13/2023 10:28:47,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,Leve,Arenosa,Asfalto,No,10/13/2023
503,519,10/13/2023 10:37:31,Registro de Arbol,Malo,Entre 0.10 y 0.40 m,Nivel del Piso,Mayor al 50% del diámetro del tronco,Sin inclinación,De 4 y 7 m,Añoso,Otros parásitos (ramas),Considerable,Arenosa,Asfalto,Si,10/13/2023
504,520,10/13/2023 10:41:22,Registro de Arbol,Bueno,Entre 0.10 y 0.40 m,Nivel del Piso,No,Sin inclinación,De 5 a 10 m,Maduro,Sin riesgo de caída,Considerable,Arenosa,Asfalto,No,10/13/2023
